WS2M,PRECTOTCORR,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,WS10M,ALLSKY_SFC_SW_DWN,TS,T2M,WS50M,PS,QV2M,ALLSKY_SFC_UV_INDEX
2.59,0,112.49,138.88,3.88,6.07,17.24,16.23,5.07,100.53,8.42,1.85
2.23,0,93.62,138.16,3.31,4.97,17.53,16.44,4.38,100.47,8.48,1.64
2.24,0,88.56,138.18,3.3,4.62,16.95,15.75,4.13,100.11,8.54,1.53
1.97,0.02,85.12,137.62,2.9,4.35,16.7,15.33,3.67,100.04,8.91,1.51
1.96,0.02,90.26,134.8,2.95,4.67,17.25,15.99,3.71,100.25,8.97,1.57
1.99,0.02,90.16,132.73,2.99,4.69,17.62,16.4,3.83,100.37,9.09,1.55
2.3,0.02,91.34,133.66,3.41,4.78,17.4,16.1,4.23,100.28,8.79,1.54
2.68,0.02,83.31,134.15,3.93,4.37,16.65,15.42,4.91,100.13,8.73,1.4
1.45,0,131.48,134.55,2.18,7.17,18.25,17.59,2.9,100.01,8.18,2
1.16,0,119.98,131.49,1.79,6.49,19.38,19.42,2.36,100,7.26,1.79
1.93,0.06,88.81,129.81,2.88,4.69,17.6,16.41,3.58,100.2,8.24,1.38
2.15,0.04,87.38,129.45,3.16,4.62,16.07,14.72,3.97,100.2,8.48,1.41
2.33,0,74.27,129.41,3.43,3.84,15.91,14.7,4.49,100.19,8.73,1.3
1.91,0,97.16,128.49,2.91,5.15,16.63,15.6,3.88,100.37,8.73,1.66
1.52,0.01,93.33,126.84,2.33,4.91,18.13,17.65,3.16,100.59,8.48,1.63
1.83,0,84.95,126.86,2.75,4.44,18.01,16.93,3.6,100.42,8.24,1.45
1.86,0,94.52,124.5,2.8,4.99,17.39,16.44,3.52,99.96,8.61,-999
2.62,0.01,55.95,121.45,3.87,2.82,15.49,14.41,4.87,100.04,8.73,0.98
2.18,0.01,71.37,122.55,3.2,3.63,16.32,15.16,4.13,100.37,8.61,1.17
1.63,0,82.78,121.88,2.5,4.31,17.01,16.04,3.24,100.49,8.42,1.28
1.3,0,95.08,117.58,2.1,5.01,18.89,18.73,3,100.49,8.85,-999
1.49,0,106.34,116.42,2.41,5.7,20.43,20.8,3.34,100.34,8.36,1.59
2.16,0.02,78.74,114.05,3.23,4.12,18.14,17.26,4.09,99.96,8.12,1.23
3.55,0,95.7,119.39,5.24,5.12,15.61,14.74,6.57,99.49,7.87,1.41
3.86,0.02,117.13,120.45,5.85,6.38,15.03,14.54,7.95,100.08,7.26,1.55
2.28,0,118.35,118.99,3.59,6.53,15.96,15.59,5.06,100.72,6.23,1.55
1.78,0,116.68,117.19,2.81,6.3,17.86,18.09,4.03,100.55,5.86,1.56
1.66,0.01,105.4,114.45,2.55,5.62,17.73,17.52,3.35,100.28,7.87,1.52
2.27,0,113.92,115.51,3.39,6.3,16.92,16.24,4.57,100.27,7.39,1.54
2.48,0,111.45,114.98,4.11,6.04,17.5,17.87,6.22,100.47,6.16,1.49
2.06,0,99.45,113.75,3.12,5.2,18.34,18.3,4.22,100.08,8.06,1.43
2.63,0,111.57,112.34,4.52,6.16,17.98,19.33,7.08,99.77,5.19,1.51
1.69,0.02,85.33,107.06,2.84,4.51,17.8,18.4,4.29,100.24,5.62,-999
1.3,0.05,103.26,106.63,2,5.6,17.65,17.81,2.73,100.56,6.41,1.34
1.25,0.02,91.66,103.35,2.03,4.98,18.6,19.3,2.95,100.48,6.41,1.21
1.77,0,74.32,103.77,2.67,3.95,16.98,16.44,3.39,100.63,8,1.02
1.99,0.01,65.26,100.09,3.02,3.51,16.33,15.4,3.97,100.83,8.24,0.94
1.88,0.09,54.17,100.16,2.8,2.83,15.56,14.5,3.62,100.77,8.3,0.84
2.05,0.12,55.6,101.15,2.99,2.92,14.71,13.18,3.72,100.61,7.81,0.9
2.19,0.07,55.43,101.09,3.25,2.87,14.29,13.45,4.44,100.53,7.93,0.93
1.62,0.15,40.35,99.02,2.5,1.99,14.38,13.88,3.56,100.52,8.18,0.66
1.53,0,71.67,99.19,2.27,3.8,14.58,14.05,2.94,100.67,7.39,0.97
1.6,0,68.8,97.88,2.38,3.67,13.73,13.46,3.06,100.63,7.51,0.88
1.43,2.55,39.68,96.19,2.19,1.98,14.62,14.3,2.93,100.46,8.36,0.55
1.45,4.9,67.75,92.51,2.16,3.58,14.46,13.91,3.03,100.43,8.06,0.82
2.37,0.03,37.58,96.01,3.51,1.91,14.44,13.65,4.58,100.52,8.24,0.52
1.48,0,87.19,94.88,2.23,4.72,15.62,15.46,3.05,100.76,7.93,0.99
1.73,0.01,90.15,94.71,2.79,4.96,16.46,16.87,4.13,100.54,6.53,0.97
0.96,0.01,81.77,94.12,1.55,4.4,16.76,17.18,2.3,100.2,7.26,0.94
1.52,0.06,88.34,92.78,2.32,4.83,15.55,14.98,3.16,100.35,8,0.99
1.45,0,87.02,92.34,2.23,4.7,15.98,15.86,3.18,100.43,7.32,0.94
1.66,0,75.38,90.75,2.48,4.06,15.98,15.67,3.19,100.09,7.69,0.93
1.97,0.05,66.36,87.38,2.89,3.55,14.73,13.97,3.84,99.9,8.36,0.88
2.07,0.06,40.2,88.77,3,2.08,14.9,13.88,3.81,100.08,8.24,0.63
2.62,0.11,28.8,89.97,3.8,1.44,14.44,13.33,4.87,100.18,8.06,0.48
3.08,0.11,78.72,90.68,4.66,4.28,15.33,14.85,6.44,99.97,8.06,0.94
2.49,0,88.63,89.8,3.98,4.9,14.89,14.89,5.96,100.36,6.65,0.87
1.77,0,87.9,88.86,2.85,4.87,15.15,15.4,4.23,100.97,5.25,0.88
1.56,0,85.91,86.78,2.45,4.62,16.03,16.63,3.62,100.82,6.35,0.92
1.68,0,84.48,85.46,2.92,4.56,16.85,18.05,4.52,100.22,7.45,0.95
1.58,0,82.75,83.88,2.59,4.51,16.48,18.44,3.84,100.15,5.37,0.96
1.34,0.01,60.7,81.8,2.16,3.26,16.47,17.35,3.11,100.44,5.8,0.81
1.37,0,72.78,81.12,2.09,3.94,16.27,16.88,2.85,100.36,6.65,0.94
1.59,0,60.41,81.8,2.43,3.23,14.89,14.66,3.3,100.26,7.32,0.79
3.3,0,81.41,82.43,5.51,4.65,14.98,15.74,8.66,100.88,3.85,0.9
1.98,0,79.89,80.84,3.3,4.47,13.97,15.48,4.92,101.21,3.54,0.84
1.8,0,79.06,79.91,2.88,4.47,14.21,16.31,4.08,101.37,3.78,0.84
1.52,0,76.55,77.42,2.4,4.35,14.23,15.98,3.34,100.83,4.27,0.84
2.45,0.03,56.49,78.05,3.66,3.06,12.8,11.9,4.94,100.46,7.14,0.72
2.07,0.01,41.78,77.31,3.02,2.24,13.37,12.06,3.95,100.53,7.2,0.58
1.62,0,60.09,75.48,2.33,3.28,12.76,11.43,3.07,100.72,6.23,0.68
1.2,1.77,55.36,74,1.7,2.9,13.35,13.3,2.3,100.74,6.53,0.62
2.35,13.24,20.21,73.31,3.75,0.98,14.52,14.78,5.87,100.61,9.89,0.27
1,2.07,43.06,70.67,1.76,2.23,14.65,14.96,2.72,100.84,9.46,0.49
1.23,0.08,49.63,71.92,2.02,2.62,13.8,14.19,2.99,101.16,9.09,0.54
1.43,0.06,66.8,71.27,2.33,3.53,14.58,14.69,3.66,101.26,8.85,0.68
1.38,0.15,58.66,69.6,2.3,3.09,16.28,16.67,3.65,101.13,10.07,0.66
1.7,0.35,64.45,71.95,2.85,3.42,15.87,16.08,4.34,100.77,10.31,0.72
3.66,0.26,67.29,71.16,5.59,3.71,14.51,14.39,7.67,100.42,7.69,0.7
2.23,0.02,69.17,70.79,3.33,3.88,12.39,12.24,4.56,100.84,6.04,0.66
1.47,0.45,56.45,68.91,2.13,3.1,11.25,11.57,2.9,100.9,5.74,0.57
3.06,10.75,50.8,66.92,4.61,2.79,11.8,11.6,6.33,100.75,6.84,0.47
1.59,0.21,48.45,67.03,2.45,2.66,11.01,10.81,3.55,101.04,4.64,0.44
3.17,17.78,22.8,64.77,4.91,1.13,13.4,13.54,6.97,100.62,9.03,0.3
2.18,1.2,63.28,66.6,3.34,3.46,12.8,12.65,4.85,100.85,7.45,0.64
1.15,0.04,62.79,65.05,1.78,3.46,11.67,11.84,2.5,100.79,6.84,0.63
1.41,0.73,32.63,64.09,2.46,1.65,12.84,13.2,3.78,100.59,9.28,0.42
1.09,0.18,48.16,63.22,1.67,2.51,13.11,13.62,2.27,100.78,8.48,0.5
1.03,0,62.32,63.31,1.56,3.4,12.9,14.03,2.12,100.9,8.06,0.55
0.88,0.08,48.75,61.52,1.28,2.61,13.13,14,1.66,100.91,8.48,0.49
0.59,0.15,35.32,60.86,0.87,1.82,13.19,13.96,1.16,100.75,9.16,0.41
1.6,0.05,43.73,60.8,2.52,2.33,13.29,13.31,3.73,100.78,8.42,0.43
1.78,1.32,34.23,59.55,2.69,1.8,11.24,12.01,3.95,101.04,8.36,0.33
2.74,0.25,60.73,61.69,4.16,3.47,9.93,9.61,5.93,101.38,5.37,0.44
2.34,0.2,55.56,60.64,3.46,3.07,9.66,9,4.75,100.91,5.92,0.4
2.27,0.02,57.85,60.14,3.32,3.17,10.01,9.37,4.48,100.7,6.41,0.4
2.47,13.18,17.24,56.63,3.69,0.87,9.05,9.15,5.02,100.34,7.02,0.17
3.15,1.68,41.88,57.74,4.77,2.28,9.12,8.68,6.71,100.51,5.98,0.34
3.1,0.05,55.8,59.03,4.64,3.12,8.33,7.54,6.36,101.05,5.13,0.4
2.64,0,57.52,58.6,4.02,3.22,7.34,6.58,5.58,101.62,3.3,0.42
1.88,0,56.2,57.27,2.73,3.16,7.32,7.44,3.62,101.96,3.23,0.44
1.79,0,54.45,57.36,2.82,3,8.55,9.26,4.03,101.46,5.37,0.43
2.52,0,56.38,57.41,4.09,3.2,8.42,8.55,6.12,101.33,3.85,0.41
2.91,0,55.44,56.13,4.55,3.16,8.7,8.4,6.55,101.67,3.78,0.42
1.91,0,54.38,55.42,3.02,3.11,9.11,10.12,4.33,101.4,4.52,0.43
2.12,0,53.96,54.7,3.43,3.07,8.87,9.52,4.94,101.15,4.7,0.39
2.04,0,53.29,54.02,3.27,3.06,8.61,9.17,4.64,101.25,4.64,0.4
2.33,0,50.34,53.5,3.7,2.89,8.84,8.77,5.42,100.96,4.64,0.41
3.58,10.2,21.05,53.71,5.59,1.09,10.6,11.11,8.02,100.1,6.71,0.24
3.59,16.22,33.7,51.78,5.66,1.81,11.74,12.12,8.34,100.11,7.81,0.3
2.31,10.59,40.8,51.36,3.6,2.23,9.93,10.69,5.31,100.91,7.08,0.3
2.24,4.57,24.07,51.59,3.47,1.27,10.15,10.16,5.13,101.71,7.32,0.2
1.88,17.98,14.85,48.65,3.21,0.76,12.66,13.08,5.13,101.61,8.79,0.12
1.47,3.35,16.99,49.82,2.67,0.86,12.62,13.02,4.59,101.65,8.91,0.16
1.74,2.35,26.45,48.3,3.05,1.4,12.13,12.56,4.98,101.21,8.73,0.23
2.91,1.59,41.54,52.01,4.37,2.31,9.93,9.75,6.16,100.82,5.92,0.34
2.45,0.29,24.74,51.62,3.64,1.31,6.43,5.4,5.06,100.02,4.15,0.21
2.02,0.24,44.73,53.01,2.88,2.5,6.44,6.02,3.73,100.97,4.52,0.25
2.19,0,52.6,53.52,3.36,3.07,5.69,5.62,4.65,101.49,3.42,0.28
1.97,0,51.72,52.88,2.94,2.98,5.62,5.01,3.95,101.48,3.17,0.3
1.68,0.02,40.41,51.83,2.37,2.23,6.4,6.3,3.03,101.59,4.03,0.28
2.18,15.94,9.26,49.63,3.31,0.46,8.85,8.76,4.95,101.25,6.59,0.08
1.69,1.23,52.24,53.28,2.47,2.98,7.9,7.85,3.25,101.56,5.13,0.32
1.54,0.61,39.58,51.41,2.21,2.11,7.18,7.21,2.96,101.71,5.19,0.3
2.27,0.02,30.01,51.06,3.37,1.58,7.75,6.89,4.59,101.59,5.62,0.25
1.67,0.11,30.17,50.76,2.64,1.65,9.23,9.34,3.99,101.26,7.08,0.27
4.09,20.82,18.71,51.06,6.55,0.94,11.46,12.14,9.69,100.38,8.42,0.19
5.71,6.7,49.49,54.19,8.79,2.79,9.52,9.4,12.09,100.51,5.31,0.34
3.57,0.06,51.28,54.19,5.61,2.95,7.33,7.17,8.08,101.11,3.78,-999
1.52,0.03,48.04,53.59,2.24,2.72,6.12,6.9,3.02,101.3,4.33,0.35
1.28,0,50.27,53.86,1.8,2.76,7.01,7.65,2.25,101.39,4.82,0.33
1.29,0,24.07,51.84,1.87,1.26,8.48,8.4,2.48,101.51,6.16,0.2
1.91,0,53.24,54.7,3.12,2.94,8.89,9.11,4.69,101.41,5.92,0.34
1,0,39.41,52.07,1.62,2.09,9.02,10.33,2.37,101.19,5.86,0.33
2.08,2.08,33.8,55.22,3.37,1.76,10.17,10.68,5.05,101.01,7.81,0.32
3.94,2.08,35.65,54.32,6.05,1.89,9.37,9.22,8.5,101.04,6.16,0.3
3.72,0,55.75,56.51,5.7,3.17,7.09,6.67,8.11,102.05,3.91,0.34
2.24,0,51.31,55.96,3.42,2.82,7.25,7.19,4.8,102.21,5.43,0.34
2.12,0,54.2,55.18,3.41,3.06,8.19,8.58,4.95,102.26,5.62,0.34
2.19,0,55.16,55.84,3.7,3.11,8.55,9.08,5.65,101.66,5.68,0.36
2.13,0,56.09,56.75,3.46,3.19,8.3,8.99,4.98,100.98,5.8,0.38
3.53,0.02,43.45,56.17,5.37,2.38,7.62,7.55,7.27,100.47,5.86,0.33
3.02,0.03,57.92,58.9,4.52,3.3,6.08,5.14,6.16,100.64,4.15,0.37
3.6,0,57.88,59.18,5.55,3.39,4.51,3.29,7.79,101.12,2.75,0.35
2.19,0.02,58.1,59.42,3.27,3.36,4.31,3.75,4.52,101.5,2.75,0.36
1.89,0,58.47,59.62,2.82,3.34,4.24,4.56,3.78,101.63,3.54,0.38
2.09,0,59.62,60.58,3.06,3.44,4.15,4.56,4.13,102.04,2.99,0.4
1.87,0.84,55.57,60.48,2.74,3.13,5.34,4.87,3.77,101.55,4.15,0.4
2.25,0.7,59.58,60.52,3.56,3.37,6.25,6.17,5.23,101.21,4.39,0.41
1.82,0.47,59.4,60.63,3,3.31,6.41,7.02,4.45,101.42,4.33,0.4
1.79,0,49.41,59.46,2.8,2.73,6.77,7.62,3.98,101.06,5.25,0.38
2.4,0,54.47,62.02,3.88,3,7.69,8.26,5.95,101.01,5.19,0.41
2.75,0,61.93,63.2,4.61,3.45,7.88,8.44,7.16,101.27,3.97,0.42
1.58,0.24,63.05,63.63,2.48,3.58,6.49,7.92,3.45,101.49,3.66,0.43
1.73,0,62.23,63,2.72,3.56,6.69,7.69,3.74,101.51,4.46,0.45
1.66,0.01,62.38,63.22,2.51,3.57,7.08,7.96,3.45,101.23,4.82,0.5
1.06,0.45,58.27,62.2,1.55,3.27,7.29,7.36,2.1,101.09,5.55,0.46
0.84,2.29,30.64,63.37,1.12,1.57,7.73,7.16,1.41,100.62,6.04,0.29
1.62,2.06,42.7,62.95,2.49,2.29,8.58,8.67,3.54,100.62,6.53,0.33
1.91,0.6,51.19,65.12,3.07,2.76,8.73,8.8,4.6,100.84,6.16,0.37
1.77,0.01,57.67,65.02,2.84,3.19,9.02,10.05,4.11,100.82,5.43,0.42
1.41,0.01,40.48,64.98,2.15,2.16,8.89,9.73,2.87,100.39,6.04,0.36
1.56,0.02,54.8,68.88,2.28,2.99,9.27,8.8,3.2,100.55,6.04,0.45
1.59,0.01,21.05,69.11,2.28,1.08,8.8,8.22,3.01,100.75,5.98,0.24
1.16,0.01,56.42,68.79,1.64,3.16,8.92,8.94,2.09,101.22,5.43,0.52
1.64,0,62.66,67.84,2.52,3.51,8.24,8.7,3.52,101.59,5.13,0.62
1.91,0,62.59,69.55,3.2,3.5,9.42,9.96,4.88,101.33,5.19,0.67
1.55,0,48.92,66.09,2.48,2.71,8.95,9.67,3.62,101.04,5.92,0.58
1.22,0.13,59.43,69.48,1.84,3.2,10.2,10.55,2.59,100.82,7.02,0.62
2.09,7.62,22.87,70.86,3.48,1.13,10.8,11.23,5.61,100.53,8.06,0.27
2.45,15.21,10.55,72.44,3.84,0.53,10.43,11.09,5.59,100.65,7.69,0.1
2.12,18.38,16.36,70.63,3.59,0.8,12.16,12.67,6,100.67,8.79,0.22
2.84,28.74,26.71,75.04,4.65,1.3,12.39,12.92,7.3,100.08,8.97,0.37
1.96,4.01,68.66,78.55,3.1,3.75,10.4,10.51,4.55,100.44,7.02,0.71
1.8,6.9,47.6,76.55,2.63,2.49,9.16,9.52,3.49,100.8,6.84,0.55
2.38,1.27,64.31,77.98,3.57,3.52,9.41,8.93,4.95,101.12,6.23,0.59
1.76,0.03,74.66,79.88,2.66,4.11,10.33,10.05,3.73,101.69,6.47,0.7
1.98,0.08,67.62,81.16,3.12,3.59,11.41,11.7,4.58,102.04,7.75,0.69
1.97,0.01,76.37,81.66,3.54,4.19,12.17,13.24,5.8,101.81,7.39,0.77
1.77,0.01,78.77,82.13,3.08,4.28,12.58,13.57,5.09,101.02,7.14,0.8
3.06,0,76.61,82.65,4.62,4.25,10.82,10.54,6.33,100.27,6.59,0.76
3.06,0,85.1,86.44,4.77,4.72,9.8,9.69,6.79,100.49,5.55,0.76
2.56,0.08,61.43,85.8,3.91,3.25,10.19,9.9,5.44,101.01,6.59,0.68
3.15,3.11,47.95,85.09,4.91,2.47,10.68,10.78,6.95,100.57,7.26,0.59
3.19,15.75,71.56,86.88,4.74,3.93,9.15,8.45,6.34,100.13,5.74,0.71
2.62,0.17,87.3,90.09,3.87,4.86,8.11,7.4,5.25,101.08,4.82,0.73
3.21,7.48,47.51,89.5,4.86,2.43,9.1,9.44,6.56,101.06,6.71,0.56
3.73,3.95,51.52,88.59,5.68,2.67,9.93,9.76,7.84,100.56,6.35,0.62
3.33,12.69,34.15,88.66,5.03,1.68,8.81,8.42,6.94,100.32,6.23,0.44
2.8,8.36,57.91,91.66,4.16,3.08,6.91,6.22,5.79,100.25,5.07,0.58
3.2,0.83,82.84,93.9,4.8,4.6,7.33,6.37,6.57,100.85,4.76,0.65
2.29,0.3,64.48,90.98,3.39,3.44,7.99,7.35,4.56,101.41,5.49,0.55
2.03,0,93.59,95.08,3.12,5.13,9.22,8.83,4.35,101.58,6.1,0.78
2,0,92.08,95.62,3.35,5.03,10.58,10.72,5.23,101.43,6.04,0.88
1.63,0.05,76.55,91.45,2.7,4.2,11.4,11.98,4.08,101.27,6.29,0.87
1.13,0,85.23,94.67,1.87,4.68,11.85,12.82,2.79,101,6.53,0.91
1.32,0,79.54,98.09,2.07,4.31,11.52,12.19,2.91,100.98,7.14,0.85
2.09,0.03,71.08,97.13,3.23,3.78,11.1,10.86,4.43,100.97,7.32,0.78
1.8,0,93.19,98.24,2.66,5.25,10.58,9.83,3.62,101.05,6.1,0.91
1.99,0.02,86.15,100.12,3.02,4.65,10.37,9.93,4.17,101.09,6.23,1
1.62,0.02,85.96,102.65,2.7,4.52,12.16,12.4,4.12,101.17,7.63,-999
1.32,0.01,102.17,103.73,2.25,5.54,13.4,15.26,3.32,101.08,8,1.3
1.35,0.01,91.65,101.33,2.38,4.91,14.55,16.04,3.66,100.79,9.22,1.25
1.59,0,86.03,105.96,2.52,4.57,14.26,14.81,3.59,100.64,8.79,1.2
2.51,0,105.26,107.99,3.8,5.84,12.71,12.31,5.16,100.91,7.32,1.42
1.47,0,108.68,109.09,2.39,5.98,13.42,14.29,3.6,100.81,7.39,-999
1.04,0,108.59,109.12,1.73,6,14.11,15.8,2.65,100.65,7.87,-999
2.08,0.02,80.45,110.17,3.23,4.26,13.03,12.8,4.42,100.57,8.06,1.18
2.63,0.08,86.73,111.82,4.04,4.6,12.83,12.48,5.53,100.54,7.87,1.29
2.09,0.3,84.46,110.81,3.27,4.43,11.93,11.51,4.52,100.56,7.57,1.24
2.7,1.9,62.77,102.81,4.09,3.3,11.59,11.36,5.62,100.55,7.02,0.79
2.38,0,112.62,113.92,3.88,6.25,11.33,11.43,5.89,100.63,5.74,1.18
1.69,0.1,106.93,113.91,2.78,5.92,12.01,12.62,4.31,100.44,5.8,1.24
1.51,0,113.94,115.77,2.41,6.24,12.89,13.65,3.45,100.35,7.39,1.42
1.84,0.23,68.38,112.72,2.85,3.54,12.51,12.24,3.78,100.59,7.81,1.02
2.06,0.38,78.81,112.38,3.28,4.13,11.92,11.76,4.64,100.96,7.75,1.18
3.1,5.41,49.95,117.45,4.8,2.47,10.63,10.51,6.66,100.65,6.96,0.76
4.52,0.13,113.86,120.97,6.82,6.28,9.4,8.8,9.16,101.06,5.25,1.2
2.55,0,120.38,121.37,4.18,6.86,9.93,9.93,6.26,101.39,4.82,1.23
1.95,0,117.95,121.29,3.26,6.63,11.25,11.67,4.92,101.19,5.43,1.31
1.44,0,106.13,120.25,2.24,5.85,11.79,11.83,3.1,100.99,6.96,1.28
2.25,0.01,95.02,121.37,3.53,5.03,12.67,12.5,4.97,100.73,7.51,1.29
2.98,0,101.98,123.26,4.52,5.45,11.69,11.33,6.01,100.45,7.14,1.47
1.93,0,121.7,125.38,2.98,6.6,12.19,12.03,4.14,100.69,6.41,1.6
1.64,0,120.59,125.4,2.54,6.57,12.08,11.84,3.44,100.8,6.65,1.68
1.62,0,87.77,119.82,2.68,4.7,11.89,12.03,4.08,100.77,6.84,1.36
1.5,0.03,77.9,116.58,2.41,4.07,12.86,13.15,3.44,100.51,7.69,1.2
2.45,0.21,83.43,123.36,3.82,4.33,12.96,12.5,5.07,100.36,7.75,1.27
2.26,0.19,71.95,125.62,3.64,3.68,12.1,11.96,5.12,100.39,7.45,1.13
2.56,0,122.58,127.11,4.03,6.65,12.33,11.99,5.68,100.48,6.9,1.64
3.1,0.08,130.48,131.86,4.88,7.24,12.05,11.93,6.91,100.9,6.53,1.93
2.38,0.02,130.04,132.43,3.74,7.13,12.27,12.17,5.22,101.02,5.55,1.95
3.45,4.14,105.11,129.21,5.35,5.67,11.24,11.13,7.53,100.59,6.65,1.55
3.2,0.01,135.12,136.09,4.91,7.43,10.95,10.51,6.82,100.92,5.31,1.65
1.88,0.02,130.06,134.31,2.91,7.08,11.97,11.6,3.92,101,6.1,1.72
3.28,7.35,82.41,128.41,5.03,4.34,11.67,11.46,6.95,100.75,6.77,1.11
3.39,0,132.88,136.29,5.38,7.42,11.62,11.6,7.7,100.64,5.55,1.45
2.66,0,136.72,137.08,4.26,7.5,12.65,12.9,5.98,100.71,5.74,1.79
4.62,0.05,128.64,138.6,7.03,7.1,10.54,10.06,9.27,101.14,5.74,1.75
3.14,0.01,138.37,140.13,4.71,7.68,10.12,9.29,6.36,101.24,5,1.56
2.61,5.48,75.74,131.34,3.87,3.88,9.61,8.96,5.18,100.41,5.8,1
2.03,2.34,115.63,131.23,3.11,6.31,11.32,10.76,4.38,100.08,5.86,1.29
2.95,11.71,63.03,130.51,4.55,3.18,9.93,9.84,6.2,100.55,6.84,0.87
2.7,6.63,125.62,137.76,4.2,6.87,11.42,11.12,5.9,100.49,6.96,1.53
1.91,0,141.66,142.82,2.98,7.79,12.55,12.22,4.1,101.05,6.53,1.7
1.97,0,136.47,142.84,3.12,7.43,13.09,12.61,4.34,101.23,7.08,1.86
3.53,0.01,101.48,140.73,5.35,5.4,12.3,11.94,7.12,100.86,6.96,1.52
2.48,0,141.23,142.03,3.85,7.71,13.6,13.47,5.23,100.52,7.08,1.88
1.1,0,138.37,141.32,1.88,7.52,15.84,17.11,2.8,100.46,8,1.99
1.36,0.05,127.8,141.13,2.3,6.93,15.43,16.22,3.42,100.41,8.06,1.88
1.84,0,93.83,141.53,2.95,5.04,13.52,12.95,3.94,100.51,7.69,1.43
2.48,0,139.57,143.7,3.87,7.61,14.2,13.94,5.17,100.43,6.96,1.94
2.78,0.39,127.02,145.71,4.37,6.73,12.33,11.92,6.02,100.39,6.96,1.8
3,3.02,125.1,144.69,4.73,6.82,12.54,12.24,6.75,100.6,6.96,1.67
2.66,3.13,111.46,146.87,3.99,5.89,11.43,10.7,5.24,100.8,5.86,1.51
2.67,2.56,112.43,145.3,4.08,6.02,12.12,11.66,5.55,100.44,6.71,1.58
2.7,0,146.92,148.61,4.55,7.99,13.05,13.38,6.96,100.79,5.55,1.99
2.25,0.01,147.38,148.71,4.25,8.09,15.85,17.82,6.99,100.71,6.41,2.05
1.62,0.01,147.75,148.2,3.09,8.13,17.67,19.81,4.98,100.5,7.2,2.15
1.41,0,148.54,149.35,2.52,8.15,16.73,17.53,3.77,100.33,8.36,2.41
2.04,0.03,107.95,149.71,3.3,5.64,14.33,13.75,4.48,100.36,7.87,1.88
2.16,0.04,100.2,151.24,3.3,5.28,13.41,12.51,4.22,100.63,7.08,1.74
2.7,0.24,86.84,150.66,4.08,4.56,12.45,11.59,5.23,100.61,7.02,1.52
3.34,0.2,144.95,152.26,5.05,7.93,12.38,11.72,6.63,100.79,6.47,2.23
2.18,0,148.11,151.59,3.36,8.19,13.91,13.56,4.47,100.67,6.59,2.09
2.03,0.07,116.35,151.66,3.14,6.25,14.19,13.65,4.02,100.49,7.08,1.69
3.33,0.57,70.82,147.24,5.05,3.67,12.56,11.87,6.45,100.59,7.14,1.14
3.11,0.02,141.78,149.79,4.77,7.8,13.79,13.26,6.17,100.52,7.02,2.03
3.41,0.05,127.77,151.63,5.24,6.84,13.15,12.6,6.92,100.61,7.02,1.85
3.1,0.03,139.98,148.42,4.89,7.62,13.34,13.06,6.7,100.68,7.08,2
3.27,0.1,125.24,154.12,5.13,6.82,14.26,13.94,6.96,100.66,7.26,1.94
3.91,0.06,151.06,154.76,6.11,7.99,14.4,14.31,8.31,100.41,7.14,2.2
2.64,0.04,155.3,157.34,4.27,8.62,15.05,15.31,6.03,100.2,6.1,2.27
2.24,0,157.77,158.38,3.86,8.76,15.51,16.29,6.01,100.2,5.74,2.3
1.97,0,151.76,155.5,3.54,8.38,16.36,17.65,5.66,100.35,5.25,2.17
1.6,0.01,129.03,152.06,2.61,6.92,14.9,14.64,3.51,100.31,7.51,1.8
1.77,0.04,94.69,151.52,2.79,4.92,13.39,12.83,3.62,100.34,7.39,1.51
1.98,0.15,89.27,152.81,3.16,4.62,13.75,12.92,4.07,100.31,7.69,1.48
2.16,0.31,98.15,151.45,3.39,5.2,13.8,13.12,4.36,100.26,7.51,1.55
1.57,0,135.77,154.95,2.48,7.39,14.89,14.3,3.05,100.2,7.26,2.01
2.41,0.2,102,153.34,3.71,5.35,13.28,12.26,4.69,100.49,6.96,1.64
2.77,0.36,91.87,153.29,4.23,4.78,13.32,12.4,5.33,100.72,7.08,1.52
2.7,0.14,90.15,151.4,4.15,4.69,13.74,12.89,5.29,100.52,7.32,1.48
2.34,0.2,89.38,150.02,3.55,4.65,13.58,12.65,4.44,100.25,7.51,1.45
2.14,0.3,88.8,156.3,3.23,4.59,13.9,12.96,4.09,100.32,7.69,1.48
2.41,0.18,119.16,155.5,3.8,6.18,14.21,13.82,5.05,100.49,8.18,1.95
2.38,0.27,132.01,159.45,3.88,6.84,15.14,14.77,5.33,100.54,8.79,2.24
3.91,0.16,133.32,158.31,6.05,7.08,14.37,13.97,8.16,100.44,7.51,2.01
3.45,0,159.56,160.77,5.27,8.73,14.04,13.39,7.13,100.62,6.35,2.17
2.34,0,161.27,162.24,3.65,8.82,15.02,14.47,4.89,100.51,6.47,2.34
1.96,0.02,117.99,160.78,3.12,6.21,14.74,14.02,4.23,100.37,7.14,1.79
2.32,0,150.63,158.77,3.73,8.1,15.33,14.99,5.16,100.32,7.69,2.18
3.25,0.04,122.98,158.87,5.16,6.45,16.01,15.75,7.05,100.17,8,-999
2.72,0,161.44,162.23,4.2,8.76,15.66,15.18,5.53,100.07,7.08,2.44
2.02,0,161.86,162.4,3.25,8.73,16.76,16.66,4.41,100.44,7.08,2.55
