WS2M,PRECTOTCORR,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,WS10M,ALLSKY_SFC_SW_DWN,TS,T2M,WS50M,PS,QV2M,ALLSKY_SFC_UV_INDEX
1.41,0,63.89,66.15,2.17,3.49,11.25,12.29,2.97,101.12,5.98,0.57
1.97,0,59.61,65.05,3.33,3.27,12.98,13.43,5.01,100.81,7.32,0.55
1.78,0.07,48.58,59.82,2.81,2.71,12.31,12.8,4.12,100.54,6.71,0.48
2.01,12.15,26.49,61.89,3.3,1.35,12.98,13.5,5.5,100.33,9.03,0.3
2.86,19.03,40.56,62.38,4.5,2.17,13.94,14.07,6.58,100.2,9.03,0.41
1.8,2.73,55.19,61.26,2.74,3.03,11.36,11.39,3.91,100.89,6.71,0.46
2.56,0.48,50.73,60.12,4.06,2.72,12.94,13.18,6.23,101.11,8.12,0.41
3.65,12.46,27.11,60.53,5.8,1.39,14.55,14.96,8.49,100.77,9.58,0.3
2.1,6.87,52.99,59.19,3.41,2.91,12.9,13.09,5.33,101.01,8,0.46
1.73,0,60.07,61.16,2.68,3.33,10.93,11.2,3.72,101.26,5.74,0.48
1.66,0,58.13,58.93,2.61,3.28,11.23,12.34,3.64,101.28,6.71,0.45
1.68,0.01,57.36,58.62,2.66,3.2,11.83,12.97,3.73,100.92,7.08,0.44
1.27,0.03,42.47,59.23,1.88,2.3,11.46,12.42,2.5,100.46,8.06,0.39
0.84,0.12,41.83,56.5,1.21,2.27,11.05,12.28,1.57,100.63,7.57,0.36
1.77,0.2,31.41,55.92,2.62,1.68,11.35,11.94,3.77,100.75,7.63,0.34
3.73,18.86,33.54,56.27,5.83,1.78,12.95,13.29,8.53,100.32,8.24,0.31
4.71,13.78,17.87,55.44,7.4,0.9,13.67,14.33,10.63,100.38,9.16,0.2
4.12,50.78,18.24,55.13,6.5,0.93,13.95,14.43,9.38,100.15,9.58,0.18
3.38,12.99,32.43,53.81,5.35,1.7,14.04,14.45,7.88,100.4,9.77,0.31
4,35.85,40.55,55.88,6.2,2.16,12.66,12.99,8.43,100.26,8.12,0.35
1.19,0,51.02,54.3,1.65,2.84,10.51,10.87,2.09,101.05,6.16,0.41
2.16,2.75,29.38,51.24,3.31,1.52,12.26,12.57,4.97,101.12,8.42,0.32
1.13,10.46,22.63,52.87,1.98,1.15,13.48,14.12,3.32,100.95,9.64,0.27
1.55,0.09,37.44,54.85,2.14,2.04,11.17,11.73,2.7,100.89,7.51,0.35
1.66,0,54.13,55,2.42,3.11,9.71,10.28,3.27,100.87,6.23,0.38
2.14,0,47.51,54.47,3.25,2.65,8.6,8.85,4.47,100.79,5.62,0.34
2.26,0,51.43,54.49,3.76,2.82,10.51,11.17,6.01,101.05,5.98,0.34
1.59,0,52.84,53.43,2.6,2.97,10.47,12.08,3.84,101.12,6.71,0.35
2.07,0.86,28.98,53.09,2.99,1.59,10.2,11.01,3.84,100.43,7.14,0.26
2.62,1.6,43.88,53.81,3.91,2.43,9.12,8.58,5.48,100.11,6.04,0.31
1.84,0.01,51.22,53.17,2.62,2.9,7.44,7.33,3.38,100.2,4.94,0.28
1.16,0.22,26.74,50.19,1.53,1.43,8.01,8.41,1.9,100.22,5.25,0.19
2.58,4.84,11.21,50.24,3.69,0.58,7.51,7.15,4.77,100.52,5.68,0.09
2.89,3.28,25.3,50.63,4.27,1.32,10.29,9.72,5.84,100.63,6.96,0.2
2.98,3.77,29.45,50.76,4.56,1.58,11.12,11.12,6.52,100.53,7.26,0.27
3.56,0.03,50.05,53.53,5.36,2.84,7.36,6.32,7.38,100.73,4.7,0.34
1.85,0,52.02,53.05,2.73,2.96,6.14,5.7,3.65,101.33,3.97,0.3
4.12,2.44,47.34,52.24,6.3,2.59,9.05,9.15,8.85,100.8,5.92,0.31
4.16,25.98,17.23,50.71,6.44,0.88,10.9,11.16,9.19,100.22,7.69,0.15
3.62,14.88,39.06,51.98,5.52,2.13,10.73,10.8,7.87,100.34,6.84,0.24
4.06,41.9,10.03,52.62,6.3,0.49,10.74,10.93,8.97,100.32,7.63,0.07
1.72,0.02,51.29,53.2,2.58,2.89,8.68,8.65,3.55,100.96,5.13,0.31
2.8,20.13,12.45,49.02,4.16,0.62,8.81,8.45,5.83,100.41,6.23,0.11
3.6,3.3,38.11,52.02,5.44,2.09,9.17,8.84,7.62,100.41,6.23,0.24
1.77,0.01,50.93,53.44,2.48,2.82,8.03,8.41,3.26,100.98,5.25,0.28
1.9,1.32,23.54,50.29,2.77,1.25,7.85,7.05,3.84,100.92,5.19,0.18
2.58,1.09,36.2,49.95,3.72,1.99,7.16,7.18,4.73,100.74,5,0.23
2.05,0,50.94,52.46,3.08,2.88,6.28,6.82,4.24,100.9,4.76,0.29
1.39,0,49.61,53.9,2.09,2.82,5.6,6.09,2.91,101.4,4.03,0.3
2.61,0.03,52.37,53.6,3.89,2.98,6.33,5.82,5.23,101.38,4.46,0.31
2.34,0,53.91,54.82,3.51,3.1,5.76,5.01,4.8,101.21,4.27,0.34
2.08,0,51.2,54.3,3.13,2.85,6.02,5.3,4.24,101.28,4.52,0.32
2.05,0,52.62,54.02,3.13,2.93,6.79,6.3,4.36,101.34,4.76,0.33
1.78,8.48,16.73,51.65,2.55,0.85,8.06,8.18,3.52,101.09,6.1,0.17
2.02,1.06,30.66,50.84,2.96,1.65,7.99,7.62,3.95,101.06,5.74,0.24
1.52,0.01,44.93,54.2,2.27,2.41,8.26,8.94,3.06,101.29,6.53,0.32
1.21,0,51.94,55.4,1.8,2.88,8.76,9.95,2.42,101.17,6.77,0.37
2.41,0.48,25.28,49.45,3.63,1.33,8.1,7.83,5.09,100.77,6.1,0.23
3.45,0.39,52.91,58.4,5.18,2.98,7,6.15,7.15,100.92,4.76,0.34
2.88,0.2,41.98,56.55,4.33,2.29,6.53,5.76,5.94,101.2,5.19,0.25
1.34,0,56.87,57.98,1.96,3.23,5.71,5.46,2.71,101.21,3.54,0.31
2.12,0,53.16,58.48,3.22,3.03,4.62,3.54,4.62,101.34,3.36,0.34
2.23,0,58.75,59.79,3.3,3.34,4.62,4.53,4.54,101.78,3.17,0.38
1.73,0,56.44,59.78,2.5,3.22,5.26,5.8,3.21,102.05,4.27,0.4
2.29,0,59.57,60.79,3.55,3.41,5.85,5.67,4.91,101.79,4.82,0.45
2.49,0,60.68,61.21,3.98,3.48,6.78,6.46,5.81,101.32,4.94,0.51
2.43,0,59.71,60.46,3.93,3.44,7.23,7.13,5.77,101.2,4.94,0.51
2.68,0,58.39,60.75,4.25,3.38,7.39,7.27,6.23,101.25,4.94,0.52
2.42,0,61.81,62.49,3.92,3.55,7.12,7.16,5.69,101.19,4.88,0.58
2.55,0,62.19,63.16,4.07,3.6,7.27,7.12,6.03,101,5,0.58
1.96,0.01,50.9,62.36,3.14,2.88,7.92,8.23,4.44,100.75,5.43,0.58
1.28,6.09,16.13,59.84,2.2,0.8,9.33,10.39,3.7,100.65,6.9,0.23
1.41,0.6,33.71,58.12,2.27,1.72,10.65,11.1,3.32,100.98,7.45,0.4
1.14,0.45,58,62.05,2.02,3.11,11.19,11.8,3.29,100.95,7.87,0.52
3.47,0.06,62.92,66.46,5.35,3.51,9.48,9.4,7.46,100.68,6.29,0.58
2.91,0.02,66.54,68.25,4.38,3.73,8.24,7.78,6.08,100.97,5.31,0.52
2.9,0.01,64.98,67.61,4.43,3.56,8.44,8.13,6.15,101.31,5.74,0.49
2.19,0,58.3,66.85,3.35,3.22,8.55,8.54,4.74,101.62,5.92,0.48
1.38,0,67.93,68.43,2.24,3.84,8.85,10.37,3.27,101.58,5.86,0.52
1.4,0,68.41,69.02,2.26,3.88,8.49,10.06,3.2,101.36,5.86,0.54
1.48,0,68.91,70.03,2.34,3.93,8.83,10.37,3.27,101.13,6.23,0.57
1.2,0.04,52.02,65.81,1.9,2.88,9.14,9.7,2.79,101.4,6.47,0.48
1.97,0.02,58.05,70.62,3.02,3.21,9.65,9.3,4.27,101.24,6.41,0.6
1.42,0.13,45.13,72.37,2.14,2.42,9.33,9.37,2.99,100.94,6.65,0.55
2.8,0.06,50.84,73.45,4.27,2.74,9.27,8.99,5.92,100.88,6.47,0.63
1.98,0,73.63,74.88,3.06,4.14,8.16,7.74,4.33,101.07,5.55,0.69
2.54,2.82,59.43,73.24,3.82,3.31,8.44,8.22,5.34,100.89,5.68,0.53
2.66,0.84,65.61,75.62,4.01,3.65,7.85,7.4,5.86,100.5,5,0.48
2.12,0,75.59,76.3,3.33,4.32,7.43,8.05,4.78,100.77,4.46,0.51
1.32,0,75.3,76.51,2.13,4.23,7.55,8.42,3.09,100.84,5.13,0.56
1.81,0,75.84,77.34,2.86,4.31,8.26,8.88,4.2,101.12,5,-999
1.25,0.01,74.06,76.61,1.87,4.16,8.57,8.93,2.55,101.64,5.74,0.6
1.47,0.21,65.85,77.37,2.23,3.6,9.15,9.69,3.1,101.56,6.23,0.6
1.59,0.03,78.82,79.81,2.71,4.39,9.9,11.16,4.1,101.29,6.41,0.7
2.02,0,81.7,81.99,3.41,4.59,10.41,11.44,5.04,101.34,6.23,0.83
1.83,0,67.23,75.75,2.96,3.78,10.33,10.87,4.55,101.06,6.47,0.73
2.14,0,81.2,83.74,3.32,4.62,10.05,9.89,4.72,100.6,6.29,0.77
3.03,0.02,42.94,79.77,4.52,2.3,8.44,7.96,6.05,100.54,5.8,0.52
3.8,6.51,40.64,84.05,5.7,2.16,7.44,6.6,7.84,100.05,5.19,0.42
3.15,0,85.09,86.11,4.76,4.82,8.02,7.42,6.55,100.49,5.19,0.62
2.41,0.01,86.95,87.66,3.72,4.88,8.37,8.19,5.23,100.96,5.31,0.82
2.02,0,86.1,87.12,3.05,4.77,8.94,9.19,4.15,101.28,5.62,0.8
3.11,0.03,88.64,90.45,4.8,4.98,9.19,9.08,6.86,101.31,5.25,0.86
2.51,0,89.06,89.97,4,5,8.61,8.62,5.9,101.34,4.64,0.88
2.34,0,88.92,90.32,3.51,4.99,9.09,9.15,4.79,101.29,5.92,0.91
2.39,0,92.44,93.15,3.88,5.26,8.82,9.28,5.74,101.2,4.94,0.94
1.52,0.01,88.15,91.98,2.32,4.9,9.69,10.15,3.23,101.53,5.92,0.89
1.86,0.13,75.64,92.86,3.01,3.99,11.37,11.33,4.38,101.92,7.39,0.84
1.22,0.16,90.13,94.24,2,4.93,11.65,12.95,2.9,101.68,7.32,1.1
1.34,0.14,59.05,89.1,2.12,3.14,11.24,12.41,3.14,101.05,7.26,0.9
2.56,0.02,64.91,91.48,3.97,3.45,10.51,10.38,5.56,100.78,6.77,0.91
2.25,0,75.64,96.87,3.37,4.12,9.16,8.42,4.46,100.89,5.8,0.89
3.66,7.33,70.19,97.68,5.55,3.77,9.23,8.88,7.31,100.47,6.16,0.84
3,1.84,70.81,101.45,4.57,3.76,9.61,9.8,6.17,100.52,5.74,0.84
1.38,0.85,46.99,94.45,2,2.4,8.64,8.72,2.73,100.32,5.68,0.54
3.48,0.24,89.54,97.32,5.23,4.98,9.48,9.21,6.85,100.3,5.74,0.73
2.3,0,101.91,102.97,3.63,5.7,9.99,9.94,5.16,101.33,5.92,0.88
1.51,0,95.77,102.76,2.45,5.39,10.39,10.98,3.64,101.62,5.68,1.02
1.38,0,90.04,103.19,2.19,4.9,11.08,11.65,3.16,101.22,6.59,1.14
1.13,0.04,80.61,104.55,1.8,4.27,12.42,12.73,2.6,100.96,7.57,1.2
1.4,0.01,91.94,104.84,2.22,4.99,12.91,13.43,3.22,100.99,7.63,-999
2.03,0,72.86,103.55,3.27,3.9,11.62,11.73,4.72,101,7.14,1.15
2.28,0,76.72,105.01,3.55,4.03,11.52,11.41,4.98,100.85,7.26,1.23
2.69,0.01,102.66,108.47,4.14,5.65,11.89,11.71,5.66,100.78,6.77,1.37
2.59,0,106.38,109.96,3.93,5.94,11.18,10.78,5.32,100.89,6.23,1.36
1.89,0.02,77.02,106.82,2.9,4.08,10.99,10.7,4.1,100.8,6.47,1.16
1.48,2.11,70.14,108.69,2.37,3.63,10.23,10.31,3.45,100.9,6.59,1.16
2.27,3.84,49.63,101.67,3.59,2.47,10.48,10.69,5.47,100.86,7.39,0.8
2.64,0.02,115.45,116.58,4.07,6.46,10.09,9.76,5.66,100.82,5.49,1.45
2.72,0,115.58,116.82,4.41,6.52,9.73,9.99,6.7,100.83,4.7,1.44
2.06,0,103.1,117.23,3.33,5.62,10.46,10.51,4.99,100.89,4.88,1.45
2.23,0,113.12,116.89,3.45,6.28,11.17,10.84,4.79,100.69,6.59,1.55
2.84,0.04,84.86,113.89,4.24,4.62,9.94,9.24,5.58,100.55,6.16,1.2
2.12,0.16,106.99,118.22,3.36,5.71,10.73,10.3,4.71,100.5,6.71,1.36
1.45,0.37,62.7,116.96,2.45,3.24,11.06,11.17,3.66,100.46,7.51,0.95
1.09,0.36,86.25,115.44,1.88,4.55,12.53,12.64,2.78,100.73,7.63,1.21
1.43,0.21,93.02,118.12,2.52,4.98,13.12,13.59,3.91,100.76,7.93,1.23
1.4,2.17,86.97,118.57,2.48,4.59,12.94,12.97,3.92,100.75,7.69,1.18
1.55,6.71,82.61,121.16,2.71,4.28,12.7,12.94,4.48,100.71,8.18,1.02
1.44,3.01,101.93,121.54,2.38,5.48,12.12,12.23,3.45,101.01,7.63,1.28
1.87,0.1,81.21,120.11,2.92,4.32,12.66,12.26,3.99,101.08,7.57,1.15
1.41,0.52,97.96,123.59,2.21,5.23,13.08,12.72,3.02,100.78,7.32,1.43
2.35,12.06,61.7,122.27,3.74,3.1,12.41,12.5,5.55,100.74,8.24,0.99
1.92,0.29,95.07,123.53,3.06,5.03,12.53,12.31,4.44,101.04,7.75,1.28
1.97,0.19,67.01,123.78,3.16,3.48,12.65,12.44,4.62,101.08,7.93,1.02
3.35,1.9,95.41,122.36,5.16,5.13,11.62,11.37,6.96,100.68,7.51,1.34
4.51,0.03,132.2,132.92,6.98,7.38,11.51,11.4,9.73,100.41,5.43,1.8
2.83,0,130.59,132.77,4.82,7.2,12.88,13.56,7.53,100.91,5.92,-999
2.45,0.03,131.12,133.8,4.22,7.1,15.16,16.44,6.27,100.97,7.63,-999
2.98,0.11,127.8,134.03,4.64,7.06,13.04,13.01,6.24,100.44,6.96,1.95
2.23,0.04,124.47,133.71,3.45,6.82,12.35,11.98,4.62,100.17,6.77,1.77
3.12,0.01,125.88,133.84,4.7,6.79,12.27,11.9,6.23,100.1,6.71,1.92
3.73,0.02,136.97,137.8,5.71,7.46,10.91,10.57,7.58,100.2,5.74,2.05
4.29,0.04,134.77,137.8,6.44,7.51,9.89,9.19,8.4,100.23,5.25,1.99
2.73,0,137.47,138.09,4.49,7.72,10.52,10.68,6.8,100.83,4.82,1.81
2.55,0,139.21,139.46,4.36,7.76,11.26,11.94,6.9,101.37,4.76,1.7
1.58,0,137.07,139.08,2.76,7.48,12.62,13.46,4.17,101.36,5.74,-999
1.84,0,138.08,139.17,3.02,7.49,13.67,14.12,4.42,101.12,7.51,1.94
2.27,0,140.88,141.3,3.74,7.8,13.85,14.26,5.46,100.78,6.65,2.09
1.62,0,141.34,141.67,2.84,7.76,14.87,16.06,4.32,100.54,6.9,2.18
1.54,0,139.66,140.56,2.8,7.65,15.66,17.89,4.34,100.3,6.77,2.22
2.02,0.03,119.32,139.38,3.55,6.63,14.23,15.07,5.55,100.28,5.31,1.95
1.79,0.02,99.26,137.62,2.82,5.34,13.11,12.35,3.6,100.22,6.84,1.57
2.19,0.02,98.1,138.49,3.52,5.23,12.7,12.19,4.96,100.79,7.32,1.46
2.61,0.01,105.8,140.3,3.95,5.71,13.08,12.17,5.05,101.26,7.02,1.6
2.39,0.05,98.48,141.74,3.67,5.21,13.78,13.06,4.91,101.11,7.57,1.55
1.58,0,136.38,143.94,2.54,7.45,15.2,15.21,3.59,100.5,7.87,1.98
2.33,0,144.88,145.47,3.8,7.91,16.48,17.52,5.27,100.05,7.63,2.11
2.77,0,144.83,146.53,4.68,8.05,15.48,16.19,7.19,100.07,5.68,2.21
2.03,0,141.05,145.66,3.66,7.93,16.35,18.2,5.97,100.53,4.94,2.2
1.73,0.01,144.71,145.25,3.25,7.98,16.67,18.31,5.13,100.97,5.55,2.2
1.47,0,144.7,145.09,2.55,8.15,16.95,17.94,3.89,100.38,6.1,2.08
1.62,0.03,130.72,143.53,2.77,7.24,16.93,17.62,3.99,99.44,6.84,1.81
2.48,0.24,85.84,144.37,4.02,4.45,14.3,14.51,5.91,99.55,7.87,1.25
1.26,1.15,89.41,143.66,2.24,4.64,14.35,14.87,3.42,100.12,7.75,1.21
1.52,0.03,112.39,139.59,2.6,5.98,14.75,14.73,3.63,100.58,7.81,1.43
2.29,0.1,87.16,141.04,3.48,4.52,14.05,13.07,4.45,100.9,7.45,1.24
3.11,0.07,99.14,145.25,4.64,5.15,14.27,13.3,5.73,101.04,7.69,1.41
2.91,0.07,89.16,147.52,4.39,4.59,14.82,13.87,5.57,101.09,7.87,1.35
1.85,0.01,108.76,147.32,2.93,5.76,15.89,15.3,3.89,100.89,7.93,1.67
2.52,0.05,122.99,149.31,4.05,6.58,15.93,15.56,5.61,100.88,7.69,1.83
2.84,0.12,122.04,152.08,4.48,6.41,16.03,15.58,6.13,100.65,8.3,1.91
3.26,0,148.52,151.56,4.91,8.12,15.4,14.62,6.32,100.39,7.69,2.21
3.95,0,134.66,151.68,6,7.27,14.68,14.07,7.83,100.61,7.32,1.96
3.24,0.2,107.76,145.8,5.03,5.63,14.62,14.09,6.68,100.58,7.75,1.52
3.05,0,149.49,153.58,4.66,8.09,13.9,13.12,6.18,100.65,6.77,1.97
3.16,0,149.01,154.45,4.91,8.04,15.01,14.5,6.71,100.91,7.14,-999
2.61,0,151.41,156.42,4.18,8.31,16.33,16.35,5.87,100.8,6.59,-999
2.38,0,154.99,156.71,3.98,8.52,17.26,17.85,5.5,100.5,6.35,2.47
4.8,0.02,153,157.61,7.32,8.32,14.31,13.88,9.48,100.4,6.23,2.44
3.92,0,158.46,159.48,5.89,8.8,12.8,11.97,7.72,100.48,5,2.3
2.82,0,156.27,158.98,4.31,8.63,13.42,12.59,5.75,100.44,5.8,2.17
2.8,0,156.91,158.71,4.28,8.65,13.27,12.37,5.54,100.46,6.04,2.1
3.17,0.04,139.99,156.8,4.82,7.47,13.72,12.86,6.29,100.51,6.65,2.02
3.19,0.12,135.98,157.53,5.05,7.17,14.27,13.84,6.92,100.81,7.57,2.04
2.41,1.36,74.12,152.07,3.92,3.63,13.46,13.25,5.62,100.77,8,1.17
2.3,0.39,119.67,156.44,3.76,6.24,15.33,14.89,5.24,100.42,8.18,1.93
3.18,0.1,133.96,159.8,5.04,7.16,15.28,14.84,6.87,100.3,7.57,2.31
3.19,0,159.18,160.37,4.91,8.71,15,14.45,6.62,100.45,6.41,2.55
2.63,0.01,159.74,160.25,4.16,8.72,17.05,17.06,5.7,100.46,6.59,2.52
2.37,0.02,153.77,160.66,3.77,8.3,17.78,18.12,5.23,100.09,7.32,2.45
2.22,1.87,134.4,161.38,3.48,7.11,16.14,15.44,4.52,99.67,8,2.16
2.26,1.16,135.37,156.59,3.63,7.24,14.99,14.25,4.77,99.92,7.87,1.98
2.56,0.55,102.74,152.9,4.05,5.33,14.56,13.76,5.35,100.3,7.81,1.59
2.53,1.58,105.58,153.53,3.9,5.49,14.77,13.79,4.98,100.47,8,1.77
2.33,4.46,129.38,156.52,3.68,6.8,15.73,14.88,4.75,100.29,8.24,2.12
1.73,2.33,127.77,157.34,2.84,6.76,18.09,17.76,3.9,99.95,8.61,2.07
1.82,0.63,127.75,158.85,2.95,6.67,18.73,18.44,3.82,99.71,8.79,2.2
2.61,1.24,95.71,155.76,4.23,4.88,15.82,15.23,5.87,100.01,9.22,1.7
2.06,0.35,103.09,154.12,3.21,5.29,14.57,13.93,4.27,100.22,8.18,1.74
2.18,0,115.6,156.23,3.38,6.06,15.82,14.87,4.48,100.39,7.39,1.95
3.46,0,162.38,162.99,5.25,8.94,15.93,15.13,6.88,100.4,6.77,2.52
2.84,0,162.48,163.24,4.39,8.95,16.65,16.08,5.88,100.71,6.53,2.41
2.36,0,160.55,162.12,3.84,8.8,17.89,17.83,5.36,100.22,6.16,2.37
2.87,0.03,102.43,161.75,4.33,5.31,15.62,14.5,5.48,100.25,7.39,1.65
3.35,0.1,139.37,162.78,5.2,7.35,16.3,15.64,6.9,100.7,7.45,2.16
3.48,0.16,139.24,163.54,5.47,7.32,15.9,15.37,7.42,100.78,8.12,2.23
4.23,0.05,153.85,163.8,6.51,8.28,14.87,14.31,8.58,100.61,7.45,2.34
3.46,0,162.64,163.44,5.38,8.84,15.66,15.12,7.32,100.66,6.9,2.3
2.98,0,159.63,162.91,4.64,8.63,16.13,15.54,6.21,100.49,6.96,-999
2.56,0,160.98,162.47,4.08,8.76,17.19,16.91,5.56,100.41,6.47,2.38
2.55,0.01,157.88,161.79,4.09,8.45,18.05,17.92,5.49,100.21,7.08,-999
2.77,0.24,62.73,160.44,4.53,2.98,15.43,15.26,6.17,100.06,9.16,1.12
1.97,2.37,60.64,154.64,3.27,2.84,15.11,14.9,4.62,100.07,8.85,1.12
2.35,5.49,64.09,159,4.02,3.04,16.48,16.77,6.04,100.36,10.56,1.18
1.55,0.58,152.43,161.84,2.75,7.94,18.23,18.16,3.92,100.61,10.19,2.55
1.98,0.04,156.55,162.16,3.47,8.26,19.52,19.58,5.07,100.74,9.77,2.71
2.16,0.01,150.73,161.16,3.63,7.91,21.12,21.31,5.3,100.45,9.4,2.7
2.31,0,163.56,163.96,3.75,8.83,21.66,21.76,5.16,100.1,8.73,2.9
2.48,0.01,150.28,157.98,3.94,8.08,20.3,19.84,5.21,99.91,9.16,2.55
1.66,0.01,145.13,151.73,2.68,7.74,20.41,20.01,3.55,99.96,9.22,2.41
2.03,0.02,125.38,150.17,3.34,6.54,19.31,18.72,4.29,100.14,9.46,2.14
1.66,0.01,129.42,150.36,2.73,6.68,19.98,19.44,3.45,100.04,8.91,2.14
2.64,0.01,148.59,154.13,4.16,7.82,21.2,20.92,5.24,99.73,8.97,2.4
3.7,0,127.47,162.51,5.51,6.76,16.81,15.66,6.74,99.71,8.36,2.22
2.3,0,107.77,161.91,3.52,5.54,16.44,15.23,4.45,99.85,8.48,1.92
1.9,0,124.54,160.88,2.96,6.58,16.76,15.59,3.88,99.97,8.24,2.07
1.81,0,126.74,160.12,2.87,6.72,17.07,16.01,3.83,100.35,8.06,2.12
1.96,0,128.39,159.92,3.16,6.76,18.62,17.9,4.2,100.55,7.75,2.26
2.23,0.01,109.68,153.85,3.39,5.82,17.33,16.11,4.38,100.4,8.3,1.95
2.66,0.01,106.43,160.73,3.96,5.5,16.51,15.13,4.98,100.26,8.06,1.88
2.52,0,118.16,159.8,3.82,6.23,16.62,15.41,4.95,100.26,8.3,1.94
2.26,0,144,158.57,3.49,7.77,17.2,16.13,4.57,100.36,8.3,2.31
2.48,0.01,110.66,159.02,3.73,5.81,16.65,15.42,4.77,100.42,8.42,1.93
2.75,0.01,104.57,159.14,4.09,5.41,15.76,14.48,5.12,100.18,8.06,1.91
2.73,0.01,101.82,159.56,4.14,5.22,16.24,15.18,5.34,100.42,8.36,1.83
2.63,0.01,113.3,159.21,3.98,5.9,17.12,15.93,5.02,100.79,8.3,2
2.55,0.01,110.63,157.98,3.9,5.79,17.45,16.32,5,100.61,8,1.95
2.25,0.01,104.98,154.62,3.48,5.48,18.29,17.28,4.42,100.18,8.61,1.9
2.11,0.03,96.48,150.23,3.26,4.97,18.08,16.94,4.03,99.91,8.54,1.76
2.21,0.03,111.67,149.74,3.44,5.78,16.97,15.9,4.47,99.96,8.3,1.92
1.58,0.03,88.77,144.55,2.58,4.5,16.74,16.21,3.52,100.37,8.91,1.48
1.62,0.02,98.12,147.09,2.74,4.94,17.8,17.36,3.77,100.5,9.09,1.69
2.18,0.01,139.31,152.17,3.52,7.27,18.94,18.25,4.56,100.41,8.3,2.34
2.61,0.05,116.35,151.59,4.06,6.03,17.81,16.9,5.1,100.5,8.79,2.07
2.47,0.05,105.67,152.88,3.86,5.44,17.4,16.44,4.93,100.72,8.79,1.96
2.23,0.05,98.69,150.96,3.45,5.09,17.14,15.97,4.34,100.38,8.73,1.78
2.41,0.03,94.66,151.54,3.68,4.88,16.52,15.39,4.76,100.05,8.48,1.68
2.46,0.03,96.89,151.2,3.77,5.07,15.17,14.33,4.98,100.38,8.3,1.69
1.99,0.01,103.67,147.73,3.07,5.42,16.26,15.15,3.97,100.8,8.06,1.76
3.27,0.01,119.69,149.31,4.94,6.35,16.49,15.48,6.28,100.74,8.06,1.92
3.49,0.01,148.27,153.29,5.28,8.04,16.56,15.67,6.86,100.61,7.93,2.3
1.93,0.01,118.34,151.18,2.95,6.27,17.69,16.87,3.69,100.33,7.87,1.94
2,0.07,98.51,149.87,3.09,5.06,16.65,15.59,3.98,100.35,8.48,1.7
2.3,0.18,104.43,148.07,3.5,5.4,16.11,15.01,4.49,100.51,8.3,1.79
2.48,0.14,103.05,148.01,3.67,5.32,15.85,14.55,4.64,100.56,7.81,1.82
2.74,0.15,117.71,146.59,4.14,6.13,15.74,14.69,5.3,100.62,8.24,1.97
2.34,0.12,115.84,147.33,3.64,6.01,16.25,15.48,5.02,100.77,8.91,1.93
2.19,0.08,122.65,146.14,3.35,6.46,16.44,15.37,4.23,100.53,8.54,1.98
2.45,0.02,112.81,140.47,3.73,5.89,16.53,15.55,4.91,100.43,8.54,1.76
2.32,0,115.38,142.63,3.56,5.99,17.08,16.07,4.62,100.61,8.79,1.8
2.43,0,95.35,142.73,3.69,4.87,17.35,16.28,4.7,100.54,8.48,1.56
2.57,0,118.08,143.46,3.95,6.22,17.39,16.51,5.19,100.46,8.54,1.9
2.29,0,136.36,143.32,3.59,7.39,18.35,17.62,4.77,100.44,8.12,2.1
2.61,0.04,122.08,143.62,4.08,6.43,18.45,17.73,5.45,100.35,9.03,-999
2.4,0.1,128.83,143.39,3.94,6.75,19.36,18.93,5.52,100.37,10.62,2.14
2.38,0.05,120.82,142.31,3.83,6.29,19.3,18.76,5.22,100.46,10.01,2.01
2.62,0.02,101.04,141.77,4.05,5.18,19.26,18.6,5.35,100.3,9.7,-999
1.45,0.03,106.48,137.95,2.36,5.68,20.52,20.4,3.24,100.04,8.85,1.6
1.71,0,106.88,135.08,2.88,5.5,19.95,19.65,3.91,100.08,9.95,-999
1.87,0,104.61,135.04,3.13,5.39,18.75,18.19,4.3,100.14,9.58,1.64
2.05,0.01,115.32,138.41,3.27,6.1,17.89,17.09,4.47,100.29,9.09,1.79
2.61,0.01,112.92,136.11,4,5.98,17.22,16.33,5.23,100.38,9.03,1.74
2.52,0.02,96.53,134.53,3.85,4.98,17.78,16.87,5.08,100.15,9.28,-999
2.82,0,124.61,137.17,4.34,6.5,17.4,16.73,5.78,100.08,9.4,1.91
1.9,0.01,126.16,135.63,3.15,6.65,18.22,17.67,4.45,100.34,9.83,1.91
2.34,0,121.88,135.59,3.64,6.47,18.15,17.4,4.92,100.48,9.03,1.87
2.38,0.01,115.01,132.9,3.84,6.11,18.25,17.76,5.42,100.17,9.64,1.8
2.09,0.01,116.05,133.88,3.48,6.06,18.85,18.39,4.88,100.25,10.44,1.88
2.06,0.01,122.71,134.27,3.48,6.45,19.38,19.05,5.02,100.63,10.31,1.99
1.89,0.04,126.84,133.54,3.16,6.76,20.64,20.44,4.69,100.54,9.83,2.09
2.5,0.03,115.22,130.73,3.95,6.07,18.72,18.11,5.34,100.39,9.77,1.95
2.33,0.02,102.55,128.87,3.8,5.3,19.05,18.62,5.14,100.34,9.89,1.74
2.07,0.08,100.73,128.52,3.48,5.23,19.22,19,4.94,100.36,10.44,1.69
